name,affiliation,country,dept,year,homepage
Michael Waidner ,TU Darmstadt,europe,comm,2017,https://www.sit.informatik.tu-darmstadt.de/de/security-in-information-technology/staff/michael-waidner/
Mira Mezini ,TU Darmstadt,europe,plan,2013,http://www.stg.tu-darmstadt.de/staff/mira_mezini/
Neeraj Suri ,TU Darmstadt,europe,bed,1999,https://www.deeds.informatik.tu-darmstadt.de/suri/
Oskar von Stryk ,TU Darmstadt,europe,robotics,2002,http://www.sim.informatik.tu-darmstadt.de/
Patrick Eugster ,TU Darmstadt,europe,comm,2014,https://www.dsp.cs.tu-darmstadt.de/de/dsp/group-members/
Patrick Th. Eugster ,TU Darmstadt,europe,comm,2003,https://www.dsp.cs.tu-darmstadt.de/de/dsp/group-members/
Reiner HÌ_hnle ,TU Darmstadt,europe,log,2015,https://www.se.tu-darmstadt.de/se/group-members/reiner-haehnle/
Stefan Katzenbeisser 0001 ,TU Darmstadt,europe,crypt,2011,http://www.seceng.informatik.tu-darmstadt.de/people/katzenbeisser/
Stefan Roth ,TU Darmstadt,europe,mlmining,2005,http://www.visinf.tu-darmstadt.de/team_members/sroth/sroth.en.jsp/
Alan Hanjalic ,TU Delft,europe,ir,2012,http://mmc.tudelft.nl/users/alan-hanjalic/
Alberto Bacchelli ,TU Delft,europe,soft,2010,https://sback.it/
Alessandro Bozzon ,TU Delft,europe,ai,2017,http://www.wis.ewi.tudelft.nl/bozzon/
Alexandru Iosup ,TU Delft,europe,hpc,2007,http://www.ds.ewi.tudelft.nl/~iosup/
Andy Zaidman ,TU Delft,europe,soft,2015,http://www.st.ewi.tudelft.nl/~zaidman/
Anna Vilanova ,TU Delft,europe,vis,2004,https://graphics.tudelft.nl/anna-vilanova/
Anna Vilanova BartrolÌ_ ,TU Delft,europe,vis,2001,https://graphics.tudelft.nl/anna-vilanova/
Arie van Deursen ,TU Delft,europe,soft,1999,http://www.st.ewi.tudelft.nl/~arie/
Birna van Riemsdijk ,TU Delft,europe,#N/A,#N/A,http://ii.tudelft.nl/~birna/
Boudewijn P. F. Lelieveldt ,TU Delft,europe,vis,2010,http://visionlab.tudelft.nl/users/boudewijn-lelieveldt/
Catholijn Jonker ,TU Delft,europe,#N/A,#N/A,http://ii.tudelft.nl/~catholijn/
Catholijn M. Jonker ,TU Delft,europe,ai,2001,http://ii.tudelft.nl/~catholijn/
Cees Witteveen ,TU Delft,europe,ai,2011,http://www.st.ewi.tudelft.nl/~witt/
Christian Doerr ,TU Delft,europe,mobile,2006,http://cybersecurity.tudelft.nl/users/christian-doerr/
Christoph Lofi ,TU Delft,europe,mod,2012,http://www.wis.ewi.tudelft.nl/lofi/
Claudia Hauff ,TU Delft,europe,ir,2009,http://www.wis.ewi.tudelft.nl/hauff/
Cynthia C. S. Liem ,TU Delft,europe,#N/A,#N/A,http://mmc.tudelft.nl/users/cynthia-liem/
Cynthia Liem ,TU Delft,europe,#N/A,#N/A,http://mmc.tudelft.nl/users/cynthia-liem/
David M. J. Tax ,TU Delft,europe,mlmining,2002,http://prlab.tudelft.nl/users/david-tax/
David Martinus Johannes Tax ,TU Delft,europe,#N/A,#N/A,http://prlab.tudelft.nl/users/david-tax/
Dick H. J. Epema ,TU Delft,europe,hpc,2003,http://www.ds.ewi.tudelft.nl/epema/
Eelco Visser ,TU Delft,europe,soft,2004,http://eelcovisser.org/
Elmar Eisemann ,TU Delft,europe,graph,2004,https://graphics.tudelft.nl/~eisemann/
Emile A. Hendriks ,TU Delft,europe,vis,2010,http://visionlab.tudelft.nl/users/emile-hendriks/
Erik Meijer ,TU Delft,europe,plan,2000,http://www.wis.ewi.tudelft.nl/meijer/
Felienne Hermans ,TU Delft,europe,soft,2011,https://online-learning.tudelft.nl/instructors/felienne-hermans/
Fernando A. Kuipers ,TU Delft,europe,comm,2003,https://www.fernandokuipers.nl/
Geert Jan Houben ,TU Delft,europe,#N/A,#N/A,http://www.wis.ewi.tudelft.nl/houben/
Georgi Gaydadjiev ,TU Delft,europe,hpc,2010,http://www.ds.ewi.tudelft.nl/gaydadjiev/
Georgi Nedeltchev Gaydadjiev ,TU Delft,europe,#N/A,#N/A,http://www.doc.ic.ac.uk/~georgig/
Georgios Gousios ,TU Delft,europe,soft,2014,http://www.wis.ewi.tudelft.nl/gousios/
Hans Tonino ,TU Delft,europe,#N/A,#N/A,http://www.alg.ewi.tudelft.nl/tonino/
Hayley Hung ,TU Delft,europe,vision,2016,http://homepage.tudelft.nl/3e2t5/
Henk J. Sips ,TU Delft,europe,comm,2011,http://www.ds.ewi.tudelft.nl/henk/
Huijuan Wang ,TU Delft,europe,da,1998,https://www.nas.ewi.tudelft.nl/people/Huijuan/
Inald Lagendijk ,TU Delft,europe,#N/A,#N/A,http://mmc.tudelft.nl/users/inald-lagendijk/
Jan C. A. van der Lubbe ,TU Delft,europe,#N/A,#N/A,http://cybersecurity.tudelft.nl/users/jan-van-der-lubbe/
Jan C. van Gemert ,TU Delft,europe,vision,2008,http://visionlab.tudelft.nl/users/jan-van-gemert/
Jan van den Berg ,TU Delft,europe,#N/A,#N/A,http://www.tbm.tudelft.nl/en/about-faculty/departments/engineering-systems-and-services/ict-section/staff/jan-van-den-berg/
Jeroen J. A. Keiren ,TU Delft,europe,#N/A,#N/A,http://www.jeroenkeiren.nl/
Jeroen Keiren ,TU Delft,europe,#N/A,#N/A,https://www.jeroenkeiren.nl/teaching/in4387/
Johan A. Pouwelse ,TU Delft,europe,comm,2011,http://www.ds.ewi.tudelft.nl/pouwelse/
Johan Pouwelse ,TU Delft,europe,#N/A,#N/A,http://www.ds.ewi.tudelft.nl/pouwelse/
Joost Broekens ,TU Delft,europe,ai,2016,http://www.joostbroekens.com/
Judith A. Redi ,TU Delft,europe,#N/A,#N/A,http://mmc.tudelft.nl/users/judith-redi/
Judith Redi ,TU Delft,europe,#N/A,#N/A,http://mmc.tudelft.nl/users/judith-redi/
Klaus Hildebrandt ,TU Delft,europe,chi,2015,https://graphics.tudelft.nl/klaus-hildebrandt/
Koen Langendoen ,TU Delft,europe,mobile,2001,http://www.st.ewi.tudelft.nl/~koen/
Koen V. Hindriks ,TU Delft,europe,ai,2013,http://mmi.tudelft.nl/~koen/
Lodewyk F. A. Wessels ,TU Delft,europe,bio,2000,http://www.tudelft.nl/en/current/latest-news/article/detail/onderzoek-tu-delft-verbetert-genetische-analyse-van-tumoren-aanzienlijk/
LÌ©on J. M. Rothkrantz ,TU Delft,europe,ai,2000,http://ii.tudelft.nl/~leon/
M. Birna van Riemsdijk ,TU Delft,europe,#N/A,#N/A,http://ii.tudelft.nl/~birna/
Marcel J. T. Reinders ,TU Delft,europe,bio,2000,http://visionlab.tudelft.nl/users/marcel-reinders/
Marco Antonio ZÌ¼Ì±iga Zamalloa ,TU Delft,europe,bed,2012,http://www.st.ewi.tudelft.nl/~marco/
Marco Loog ,TU Delft,europe,vision,2004,http://prlab.tudelft.nl/users/marco-loog/
Marco Zuniga ,TU Delft,europe,comm,2014,http://www.st.ewi.tudelft.nl/~marco/
Mark A. Neerincx ,TU Delft,europe,ir,2001,https://ii.tudelft.nl/?q=node/4467/
Martha A. Larson ,TU Delft,europe,#N/A,#N/A,http://homepage.tudelft.nl/q22t4/
Martha Larson ,TU Delft,europe,ir,2012,http://homepage.tudelft.nl/q22t4/
Mathijs Michiel de Weerdt ,TU Delft,europe,ai,2013,http://www.alg.ewi.tudelft.nl/weerdt/
Mathijs de Weerdt ,TU Delft,europe,ai,2011,http://www.alg.ewi.tudelft.nl/weerdt/
Matthijs T. J. Spaan ,TU Delft,europe,ai,2011,http://www.st.ewi.tudelft.nl/~mtjspaan/
N. H. G. Baken ,TU Delft,europe,#N/A,#N/A,https://www.nas.ewi.tudelft.nl/people/Nico/Welcome.html/
Nava Tintarev ,TU Delft,europe,#N/A,#N/A,http://navatintarev.com/
Nico Baken ,TU Delft,europe,#N/A,#N/A,https://www.nas.ewi.tudelft.nl/people/Nico/Welcome.html/
Otto Visser ,TU Delft,europe,#N/A,#N/A,http://www.st.ewi.tudelft.nl/~visser/
Pablo Cesar ,TU Delft,europe,#N/A,#N/A,http://mmc.tudelft.nl/mmc/people/
Peter A. N. Bosman ,TU Delft,europe,#N/A,#N/A,http://homepages.cwi.nl/~bosman/
Piet Van Mieghem ,TU Delft,europe,comm,2002,https://www.nas.ewi.tudelft.nl/people/Piet/
Przemyslaw Pawelczak ,TU Delft,europe,ai,2017,http://www.pawelczak.net/
R. Venkatesha Prasad ,TU Delft,europe,bed,2016,http://homepage.tudelft.nl/w5p50/
Rafael Bidarra ,TU Delft,europe,#N/A,#N/A,https://graphics.tudelft.nl/rafael-bidarra/
Rangarao Venkatesha Prasad ,TU Delft,europe,#N/A,#N/A,http://homepage.tudelft.nl/w5p50/
Reginald L. Lagendijk ,TU Delft,europe,#N/A,#N/A,http://mmc.tudelft.nl/users/inald-lagendijk/
Remco Litjens ,TU Delft,europe,mobile,2006,https://www.nas.ewi.tudelft.nl/index.php/litjens/
Rini van Solingen ,TU Delft,europe,#N/A,#N/A,http://www.se.ewi.tudelft.nl/
Robbert Krebbers ,TU Delft,europe,plan,2014,http://robbertkrebbers.nl/
Robert E. Kooij ,TU Delft,europe,#N/A,#N/A,https://www.nas.ewi.tudelft.nl/people/Rob/
Roeland C. H. J. van Ham Ham ,TU Delft,europe,#N/A,#N/A,http://www.ewi.tudelft.nl/en/current/latest-news/article/detail/roeland-van-ham-benoemd-tot-hoogleraar-bijzondere-leerstoel-computational-plant-biotechnology/
Sebastian Erdweg ,TU Delft,europe,plan,2016,http://www.informatik.uni-marburg.de/~seba/
Sebastian Thore Erdweg ,TU Delft,europe,#N/A,#N/A,http://www.informatik.uni-marburg.de/~seba/
Sicco Verwer ,TU Delft,europe,ai,2011,http://mmc.tudelft.nl/users/sicco-verwer/
Thomas Abeel ,TU Delft,europe,bio,2008,http://bioinformatics.tudelft.nl/
Willem-Paul Brinkman ,TU Delft,europe,#N/A,#N/A,http://mmi.tudelft.nl/willem-paul/index.php/Main_Page/
Zekeriya Erkin ,TU Delft,europe,#N/A,#N/A,http://cybersecurity.tudelft.nl/users/zekeriya-erkin/
Zeki Erkin ,TU Delft,europe,#N/A,#N/A,http://cybersecurity.tudelft.nl/users/zekeriya-erkin/
Akash Kumar 0001 ,TU Dresden,europe,arch,2017,https://www.cfaed.tu-dresden.de/pd-about/
Alexander Schill ,TU Dresden,europe,comm,1997,http://www.rn.inf.tu-dresden.de/
Carsten Rother ,TU Dresden,europe,chi,2006,http://cvlab-dresden.de/
Christel Baier ,TU Dresden,europe,hpc,2013,https://wwwtcs.inf.tu-dresden.de/~baier/
Christof Fetzer ,TU Dresden,europe,comm,2015,https://tu-dresden.de/die_tu_dresden/fakultaeten/fakultaet_informatik/sysa/se/team/people/c_fetzer/
Franz Baader ,TU Dresden,europe,ai,1990,https://lat.inf.tu-dresden.de/~baader/
Gerhard Weber ,TU Dresden,europe,#N/A,#N/A,https://tu-dresden.de/ing/informatik/institut-fuer-angewandte-informatik/mci/
Heiko Vogler ,TU Dresden,europe,nlp,2010,http://www.inf.tu-dresden.de/?node_id=1567/
Hermann Haertig ,TU Dresden,europe,#N/A,#N/A,http://os.inf.tu-dresden.de/~haertig/
Hermann HÌ_rtig ,TU Dresden,europe,arch,2016,http://os.inf.tu-dresden.de/~haertig/
Horst Lazarek ,TU Dresden,europe,#N/A,#N/A,http://forschungsinfo.tu-dresden.de/detail/professur/266/
Horst Reichel ,TU Dresden,europe,#N/A,#N/A,https://wwwtcs.inf.tu-dresden.de/~reichel/
Ivo F. Sbalzarini ,TU Dresden,europe,#N/A,#N/A,http://mosaic.mpi-cbg.de/?q=people/ivo_sbalzarini/
JerÌ_nimo CastrillÌ_n ,TU Dresden,europe,da,2008,https://www.cfaed.tu-dresden.de/ccc-staff-castrillon/
JerÌ_nimo CastrillÌ_n Mazo ,TU Dresden,europe,#N/A,#N/A,https://www.cfaed.tu-dresden.de/ccc-staff-castrillon/
Klaus Kabitzsch ,TU Dresden,europe,#N/A,#N/A,https://tu-dresden.de/cdd/leitung_und_beteiligte/mitglieder/bereich-mathematik/Kabitzsch/
Klaus MeiÌÙner ,TU Dresden,europe,#N/A,#N/A,https://mmt.inf.tu-dresden.de/Team/mitarbeiter.xhtml?id=66/
Martin Wollschlaeger ,TU Dresden,europe,#N/A,#N/A,https://tu-dresden.de/ing/informatik/institut-fuer-angewandte-informatik/professur-fuer-prozesskommunikation/die-professur/inhaber?set_language=en/
Martin WollschlÌ_ger ,TU Dresden,europe,#N/A,#N/A,https://tu-dresden.de/ing/informatik/institut-fuer-angewandte-informatik/professur-fuer-prozesskommunikation/die-professur/beschaeftigte/
Raimund Dachselt ,TU Dresden,europe,chi,2012,https://mt.inf.tu-dresden.de/~dachselt/
Rainer G. Spallek ,TU Dresden,europe,#N/A,#N/A,http://forschungsinfo.tu-dresden.de/detail/professur/249/
Rainer Groh ,TU Dresden,europe,#N/A,#N/A,https://mg.inf.tu-dresden.de/mitarbeiter/rainer-groh/
Sebastian Rudolph ,TU Dresden,europe,ai,2007,https://iccl.inf.tu-dresden.de/web/Sebastian_Rudolph/en/
Silvia Santini ,TU Dresden,europe,chi,2013,https://tu-dresden.de/die_tu_dresden/fakultaeten/fakultaet_informatik/tei/es/mitarbeiter/silvia-santini/
Stefan Gumhold ,TU Dresden,europe,act,2005,https://tu-dresden.de/ing/informatik/smt/cgv/
Steffen Friedrich ,TU Dresden,europe,#N/A,#N/A,https://dil.inf.tu-dresden.de/arbeitsgruppe/mitarbeiter/prof-dr-steffen-friedrich/
Steffen HÌ¦lldobler ,TU Dresden,europe,ai,1990,http://www.computational-logic.org/~sh/
Thorsten Strufe ,TU Dresden,europe,comm,2015,https://tu-dresden.de/die_tu_dresden/fakultaeten/fakultaet_informatik/sysa/ps/beschaeftigte/mitarbeiter/tst_de/
Uwe Assmann ,TU Dresden,europe,#N/A,#N/A,http://www1.inf.tu-dresden.de/~ua1/
Uwe AÌÙmann ,TU Dresden,europe,#N/A,#N/A,http://www1.inf.tu-dresden.de/~ua1/
Uwe Petersohn ,TU Dresden,europe,#N/A,#N/A,https://www.inf.tu-dresden.de/content/institutes/ki/awv/Personen/petersohn.de.html/
Wolfgang E. Nagel ,TU Dresden,europe,arch,2009,https://tu-dresden.de/die_tu_dresden/zentrale_einrichtungen/zih/wir_ueber_uns/mitarbeiter/nagel/
Wolfgang Lehner ,TU Dresden,europe,hpc,2010,https://wwwdb.inf.tu-dresden.de/team/head/wolfgang-lehner/
Alexander Serebrenik ,TU Eindhoven,europe,chi,2015,http://www.win.tue.nl/~aserebre/
Andrei C. Jalba ,TU Eindhoven,europe,#N/A,#N/A,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20080992/
Andrei Jalba ,TU Eindhoven,europe,vis,2007,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20080992/
Anne Driemel ,TU Eindhoven,europe,act,2012,http://www.win.tue.nl/~adriemel/
Anton Wijs ,TU Eindhoven,europe,log,2014,https://www.win.tue.nl/~awijs/
Bart M. P. Jansen ,TU Eindhoven,europe,act,2014,https://www.win.tue.nl/~bjansen/
Bas Luttik ,TU Eindhoven,europe,#N/A,#N/A,http://www.win.tue.nl/~luttik/
Bettina Speckmann ,TU Eindhoven,europe,act,2003,http://www.win.tue.nl/~speckman/
Boris Skoric ,TU Eindhoven,europe,#N/A,#N/A,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20088020/
Boudewijn F. van Dongen ,TU Eindhoven,europe,#N/A,#N/A,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19981149/
Cornelis Huizing ,TU Eindhoven,europe,plan,1987,https://www.win.tue.nl/~keesh/
Dirk Fahland ,TU Eindhoven,europe,#N/A,#N/A,https://www.win.tue.nl/~dfahland/
Erik P. de Vink ,TU Eindhoven,europe,#N/A,#N/A,http://www.win.tue.nl/~evink/
George H. L. Fletcher ,TU Eindhoven,europe,mod,2012,http://www.win.tue.nl/~gfletche/
H. M. M. van de Wetering ,TU Eindhoven,europe,#N/A,#N/A,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19890069/
Hans Zantema ,TU Eindhoven,europe,#N/A,#N/A,http://www.win.tue.nl/~hzantema/
Herman J. Haverkort ,TU Eindhoven,europe,act,2011,http://www.win.tue.nl/~hermanh/
Huub van de Wetering ,TU Eindhoven,europe,vis,2011,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19890069/
Ignaz Rutter ,TU Eindhoven,europe,act,2008,http://i11www.iti.uni-karlsruhe.de/members/ignaz_rutter/
Ion Barosan ,TU Eindhoven,europe,#N/A,#N/A,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19920355/
J. I. den Hartog ,TU Eindhoven,europe,#N/A,#N/A,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20012328/
Jack van Wijk ,TU Eindhoven,europe,#N/A,#N/A,http://www.win.tue.nl/~vanwijk/
Jan Friso Groote ,TU Eindhoven,europe,log,2004,http://www.win.tue.nl/~jfg/
Jarke J. van Wijk ,TU Eindhoven,europe,chi,2008,http://www.win.tue.nl/~vanwijk/
Jerry den Hartog ,TU Eindhoven,europe,sec,2010,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20012328/
Joaquin Vaschoren ,TU Eindhoven,europe,#N/A,#N/A,http://www.win.tue.nl/~jvanscho/
Johan J. Lukkien ,TU Eindhoven,europe,#N/A,#N/A,http://www.win.tue.nl/~johanl/
Johan Lukkien ,TU Eindhoven,europe,#N/A,#N/A,http://www.win.tue.nl/~johanl/
Joos C. A. M. Buijs ,TU Eindhoven,europe,#N/A,#N/A,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20020361/
Julien Schmaltz ,TU Eindhoven,europe,#N/A,#N/A,http://www.win.tue.nl/~jschmalt/
Kees Huizing ,TU Eindhoven,europe,#N/A,#N/A,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19891691/
Kevin Buchin ,TU Eindhoven,europe,act,2009,http://www.win.tue.nl/~kbuchin/
Kevin Verbeek ,TU Eindhoven,europe,act,2013,http://www.win.tue.nl/~kverbeek/
Loek Cleophas ,TU Eindhoven,europe,#N/A,#N/A,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19971941/
Loek G. Cleophas ,TU Eindhoven,europe,#N/A,#N/A,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19971941/
Luca Allodi ,TU Eindhoven,europe,#N/A,#N/A,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20179507/ep-tab/2/
M. G. J. van den Brand ,TU Eindhoven,europe,#N/A,#N/A,http://www.win.tue.nl/~mvdbrand/
Mark G. J. van den Brand ,TU Eindhoven,europe,chi,2015,http://www.win.tue.nl/~mvdbrand/
Mark de Berg ,TU Eindhoven,europe,act,1990,https://www.win.tue.nl/~mdberg/
Mark van den Brand ,TU Eindhoven,europe,#N/A,#N/A,http://www.win.tue.nl/~mvdbrand/
Marwan Hassani ,TU Eindhoven,europe,#N/A,#N/A,http://dme.rwth-aachen.de/en/team/hassani
Massimiliano de Leoni ,TU Eindhoven,europe,#N/A,#N/A,http://www.win.tue.nl/~mdeleoni/
Michel Westenberg ,TU Eindhoven,europe,#N/A,#N/A,http://www.win.tue.nl/~mwestenb/
Mike Holenderski ,TU Eindhoven,europe,#N/A,#N/A,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20000748/
Mykola Pechenizkiy ,TU Eindhoven,europe,ai,2005,http://www.win.tue.nl/~mpechen/
Natalia Sidorova ,TU Eindhoven,europe,#N/A,#N/A,http://www.win.tue.nl/~sidorova/
Nicola Zannone ,TU Eindhoven,europe,#N/A,#N/A,http://security1.win.tue.nl/~zannone/
Nikolay Yakovets ,TU Eindhoven,europe,mod,2016,https://www.tue.nl/staff/n.yakovets
Paul De Bra ,TU Eindhoven,europe,#N/A,#N/A,http://wwwis.win.tue.nl/~debra/
Pieter J. L. Cuijpers ,TU Eindhoven,europe,bed,2012,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19940165/
Reinder J. Bril ,TU Eindhoven,europe,bed,2006,http://www.win.tue.nl/~rbril/
Renata Medeiros de Carvalho ,TU Eindhoven,europe,#N/A,#N/A,https://studiegids.tue.nl/opleidingen/graduate-school/special-masters-tracks/eit-digital-embedded-systems/coaching-and-professional-skills/mentoring/
Rudolf H. Mak ,TU Eindhoven,europe,#N/A,#N/A,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19820121/
Ruurd Kuiper ,TU Eindhoven,europe,act,1984,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19860157/ep-tab/3/
S. P. Luttik ,TU Eindhoven,europe,#N/A,#N/A,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20031635/
Sandro Etalle ,TU Eindhoven,europe,sec,2006,http://www.win.tue.nl/~setalle/
Tanir Ozcelebi ,TU Eindhoven,europe,#N/A,#N/A,http://www.win.tue.nl/~tozceleb/
Tanir ÌÐzÌ¤elebi ,TU Eindhoven,europe,#N/A,#N/A,http://www.win.tue.nl/~tozceleb/
Tim A. C. Willemse ,TU Eindhoven,europe,#N/A,#N/A,http://www.win.tue.nl/~timw/
Tom Verhoeff ,TU Eindhoven,europe,#N/A,#N/A,http://www.win.tue.nl/~wstomv/
Vlado Menkovski ,TU Eindhoven,europe,#N/A,#N/A,https://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/20093057/
